id,latitude,longitude,scientific_name,common_name,taxon_class_name,taxon_genus_name
68843222,38.56802,-121.7638333333,Baccharis pilularis,coyote brush,Magnoliopsida,Baccharis
68843321,38.5688216667,-121.7615883333,Sciurus niger,Fox Squirrel,Mammalia,Sciurus
68843713,38.5692633333,-121.761405,Sciurus griseus,Western Gray Squirrel,Mammalia,Sciurus
68869014,38.5489616667,-121.6792966667,Spinus psaltria,Lesser Goldfinch,Aves,Spinus
68869256,38.5489565274,-121.6793883686,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
68876033,38.5529940969,-121.7511809505,Cynanthus latirostris,Broad-billed Hummingbird,Aves,Cynanthus
68879946,38.5531499438,-121.7506881058,Cynanthus latirostris,Broad-billed Hummingbird,Aves,Cynanthus
68885920,38.55181473,-121.78271373,Coccinella septempunctata,Seven-spotted Lady Beetle,Insecta,Coccinella
68885934,38.55184611,-121.78269228,Pseudacris sierra,Sierran Tree Frog,Amphibia,Pseudacris
68885991,38.55212172,-121.78265696,Setophaga coronata,Yellow-rumped Warbler,Aves,Setophaga
68889807,38.568894,-121.749532,Vinca major,greater periwinkle,Magnoliopsida,Vinca
68937795,38.5549057786,-121.7163092028,Phragmidium tuberculatum,Rose Rust,Pucciniomycetes,Phragmidium
68939542,38.5540106318,-121.735978743,Haemorhous mexicanus,House Finch,Aves,Haemorhous
68944976,38.570262523,-121.7254041476,Cathartes aura,Turkey Vulture,Aves,Cathartes
68944977,38.5702263948,-121.7255185198,Junco hyemalis,Dark-eyed Junco,Aves,Junco
68978018,38.55182814,-121.7827573,Arctostaphylos manzanita,Common Manzanita,Magnoliopsida,Arctostaphylos
68978942,38.570220894,-121.7254855319,Leiothlypis celata,Orange-crowned Warbler,Aves,Leiothlypis
68978943,38.570220894,-121.7254855319,Leiothlypis celata,Orange-crowned Warbler,Aves,Leiothlypis
68978944,38.570220894,-121.7254855319,Zenaida macroura,Mourning Dove,Aves,Zenaida
68978946,38.570220894,-121.7254855319,Anser albifrons,Greater White-fronted Goose,Aves,Anser
68978949,38.570220894,-121.7254855319,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
68978998,38.5566244436,-121.78195333,Aix sponsa,Wood Duck,Aves,Aix
68980215,38.5597483116,-121.7457461358,Sialia mexicana,Western Bluebird,Aves,Sialia
68981487,38.572166,-121.750039,Ardea alba,Great Egret,Aves,Ardea
68981602,38.572166,-121.750039,Ardea alba,Great Egret,Aves,Ardea
68981673,38.572166,-121.750039,Gallinula galeata,Common Gallinule,Aves,Gallinula
68981814,38.572166,-121.750039,Ardea alba,Great Egret,Aves,Ardea
68985177,38.5535838883,-121.7358827253,Zonotrichia atricapilla,Golden-crowned Sparrow,Aves,Zonotrichia
68985252,38.5537181208,-121.735925638,Cathartes aura,Turkey Vulture,Aves,Cathartes
68995862,38.56015785,-121.783662551,Lophodytes cucullatus,Hooded Merganser,Aves,Lophodytes
69020831,38.5741081299,-121.7132655473,Accipiter cooperii,Cooper's Hawk,Aves,Accipiter
69025886,38.5628888883,-121.7515333333,Oxalis pes-caprae,Bermuda buttercup,Magnoliopsida,Oxalis
69028048,38.5535838675,-121.7359256559,Sphyrapicus ruber,Red-breasted Sapsucker,Aves,Sphyrapicus
69028711,38.5736803643,-121.7130992509,Accipiter cooperii,Cooper's Hawk,Aves,Accipiter
69029076,38.5478133333,-121.7447583333,Bombycilla cedrorum,Cedar Waxwing,Aves,Bombycilla
69031067,38.55153158,-121.78284212,Oxalis pes-caprae,Bermuda buttercup,Magnoliopsida,Oxalis
69031086,38.55253857,-121.78206892,Spinus pinus,Pine Siskin,Aves,Spinus
69031090,38.55254667,-121.78196927,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
69031096,38.55170347,-121.78272559,Spinus psaltria,Lesser Goldfinch,Aves,Spinus
69031111,38.55180353,-121.78264064,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
69036620,38.547369,-121.726777,Pseudacris sierra,Sierran Tree Frog,Amphibia,Pseudacris
69060088,38.546803985,-121.7452487126,Bombycilla cedrorum,Cedar Waxwing,Aves,Bombycilla
69060218,38.5468525715,-121.7451279932,Turdus migratorius,American Robin,Aves,Turdus
69060237,38.5468928574,-121.7450569657,Setophaga coronata,Yellow-rumped Warbler,Aves,Setophaga
69073966,38.5497588816,-121.7015181854,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,Sciurus
69076162,38.5458767804,-121.7347081751,Setophaga coronata auduboni,Audubon's Warbler,Aves,Setophaga
69086346,38.5696972128,-121.7613371481,Tyto alba,Barn Owl,Aves,Tyto
69105263,38.5753111111,-121.7576305556,Heteromeles arbutifolia,Toyon,Magnoliopsida,Heteromeles
69113190,38.55538181,-121.72018797,Quercus lobata,valley oak,Magnoliopsida,Quercus
69120654,38.5726980594,-121.7131611099,Sayornis nigricans,Black Phoebe,Aves,Sayornis
69120748,38.5731553396,-121.713074477,Sylvilagus audubonii,Desert Cottontail,Mammalia,Sylvilagus
69120778,38.55257101,-121.78204997,Spinus pinus,Pine Siskin,Aves,Spinus
69120799,38.5519219,-121.7824938,Tulbaghia violacea,Society Garlic,Liliopsida,Tulbaghia
69120804,38.54961202,-121.78165902,Apis mellifera,Western Honey Bee,Insecta,Apis
69120811,38.55179488,-121.78262477,Spinus psaltria,Lesser Goldfinch,Aves,Spinus
69120953,38.5714994939,-121.7144188924,Zenaida macroura,Mourning Dove,Aves,Zenaida
69121109,38.5738816878,-121.7133460207,Zonotrichia atricapilla,Golden-crowned Sparrow,Aves,Zonotrichia
69121240,38.572506074,-121.7183241905,Turdus migratorius,American Robin,Aves,Turdus
69121309,38.5746030379,-121.715169922,Calypte anna,Anna's Hummingbird,Aves,Calypte
69121444,38.5712981815,-121.7154917752,Mimus polyglottos,Northern Mockingbird,Aves,Mimus
69121546,38.5724036,-121.7132131997,Heteromeles arbutifolia,Toyon,Magnoliopsida,Heteromeles
69121835,38.5742507567,-121.7145047247,Sayornis saya,Say's Phoebe,Aves,Sayornis
69123728,38.5701077,-121.7174214,Rhopalomyia californica,Coyote Brush Bud Gall Midge,Insecta,Rhopalomyia
69124592,38.5744520726,-121.7157707507,Sialia mexicana,Western Bluebird,Aves,Sialia
69124649,38.5714911017,-121.7149875158,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
69124789,38.5700399376,-121.7196116431,Dryobates pubescens,Downy Woodpecker,Aves,Dryobates
69125034,38.5726738163,-121.7130026772,Setophaga coronata,Yellow-rumped Warbler,Aves,Setophaga
69125187,38.5721034473,-121.713431864,Haemorhous mexicanus,House Finch,Aves,Haemorhous
69125361,38.5721202164,-121.7131099763,Regulus calendula,Ruby-crowned Kinglet,Aves,Regulus
69125730,38.5694192,-121.721457,Elanus leucurus,White-tailed Kite,Aves,Elanus
69130778,38.5710307089,-121.7495554967,Turdus migratorius,American Robin,Aves,Turdus
69130779,38.5706649462,-121.7484179404,Aix sponsa,Wood Duck,Aves,Aix
69130780,38.5710977501,-121.7482481695,Branta canadensis,Canada Goose,Aves,Branta
69130781,38.5714268702,-121.7484023248,Mareca americana,American Wigeon,Aves,Mareca
69130782,38.5709477827,-121.749234427,Melospiza lincolnii,Lincoln's Sparrow,Aves,Melospiza
69130783,38.571237175,-121.7499344835,Regulus calendula,Ruby-crowned Kinglet,Aves,Regulus
69130784,38.5721895132,-121.7485786143,Bubo virginianus,Great Horned Owl,Aves,Bubo
69145379,38.5530264,-121.7537666,Cynanthus latirostris,Broad-billed Hummingbird,Aves,Cynanthus
69150193,38.5741081299,-121.7132655473,Cirsium vulgare,bull thistle,Magnoliopsida,Cirsium
69150194,38.5741081299,-121.7132655473,Heteromeles arbutifolia,Toyon,Magnoliopsida,Heteromeles
69150195,38.5741081299,-121.7132655473,Phoradendron leucarpum,American Mistletoe,Magnoliopsida,Phoradendron
69150196,38.5741081299,-121.7132655473,Sturnus vulgaris,European Starling,Aves,Sturnus
69150197,38.5741081299,-121.7132655473,Mimus polyglottos,Northern Mockingbird,Aves,Mimus
69150198,38.5741081299,-121.7132655473,Turdus migratorius,American Robin,Aves,Turdus
69150199,38.5741081299,-121.7132655473,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
69150200,38.5741081299,-121.7132655473,Zonotrichia atricapilla,Golden-crowned Sparrow,Aves,Zonotrichia
69150201,38.5741081299,-121.7132655473,Buteo jamaicensis,Red-tailed Hawk,Aves,Buteo
69150202,38.5741081299,-121.7132655473,Sayornis nigricans,Black Phoebe,Aves,Sayornis
69150205,38.5741081299,-121.7132655473,Peritoma arborea,Bladderpod,Magnoliopsida,Peritoma
69150304,38.5741081299,-121.7132655473,Elanus leucurus,White-tailed Kite,Aves,Elanus
69150506,38.5741081299,-121.7132655473,Sialia mexicana,Western Bluebird,Aves,Sialia
69150508,38.5741081299,-121.7132655473,Regulus calendula,Ruby-crowned Kinglet,Aves,Regulus
69151023,38.5741081299,-121.7132655473,Calypte anna,Anna's Hummingbird,Aves,Calypte
69151024,38.5741081299,-121.7132655473,Falco sparverius,American Kestrel,Aves,Falco
69151451,38.5741081299,-121.7132655473,Dryobates pubescens,Downy Woodpecker,Aves,Dryobates
69165326,38.5532652,-121.78468071,Picea pungens,blue spruce,Pinopsida,Picea
69169756,38.5702800018,-121.7253921316,Sciurus niger,Fox Squirrel,Mammalia,Sciurus
69169757,38.5702800018,-121.7253921316,Felis catus,Domestic Cat,Mammalia,Felis
69169758,38.5702800018,-121.7253921316,Psaltriparus minimus,Bushtit,Aves,Psaltriparus
69169759,38.5702800018,-121.7253921316,Psaltriparus minimus,Bushtit,Aves,Psaltriparus
69169760,38.5702800018,-121.7253921316,Aphelocoma californica,California Scrub-Jay,Aves,Aphelocoma
69169761,38.5702800018,-121.7253921316,Zenaida macroura,Mourning Dove,Aves,Zenaida
69169762,38.5702800018,-121.7253921316,Psaltriparus minimus,Bushtit,Aves,Psaltriparus
69169763,38.5702800018,-121.7253921316,Psaltriparus minimus,Bushtit,Aves,Psaltriparus
69169764,38.5702800018,-121.7253921316,Psaltriparus minimus,Bushtit,Aves,Psaltriparus
69169765,38.5702800018,-121.7253921316,Psaltriparus minimus,Bushtit,Aves,Psaltriparus
69169767,38.5702800018,-121.7253921316,Psaltriparus minimus,Bushtit,Aves,Psaltriparus
69169768,38.5702800018,-121.7253921316,Psaltriparus minimus,Bushtit,Aves,Psaltriparus
69169769,38.5702800018,-121.7253921316,Zenaida macroura,Mourning Dove,Aves,Zenaida
69169773,38.5702800018,-121.7253921316,Turdus migratorius,American Robin,Aves,Turdus
69182955,38.5702414387,-121.7254721208,Zenaida macroura,Mourning Dove,Aves,Zenaida
69182956,38.5702414387,-121.7254721208,Regulus calendula,Ruby-crowned Kinglet,Aves,Regulus
69182957,38.5702414387,-121.7254721208,Turdus migratorius,American Robin,Aves,Turdus
69182958,38.5702414387,-121.7254721208,Leiothlypis celata,Orange-crowned Warbler,Aves,Leiothlypis
69182959,38.5702414387,-121.7254721208,Leiothlypis celata,Orange-crowned Warbler,Aves,Leiothlypis
69182961,38.5702414387,-121.7254721208,Leiothlypis celata,Orange-crowned Warbler,Aves,Leiothlypis
69182962,38.5702414387,-121.7254721208,Leiothlypis celata,Orange-crowned Warbler,Aves,Leiothlypis
69216426,38.5519808,-121.7827401,Zenaida macroura,Mourning Dove,Aves,Zenaida
69216441,38.5519749722,-121.7827249722,Zenaida macroura,Mourning Dove,Aves,Zenaida
69216449,38.5520086,-121.7827101997,Haemorhous purpureus,Purple Finch,Aves,Haemorhous
69216451,38.55201856,-121.78272458,Aphelocoma californica,California Scrub-Jay,Aves,Aphelocoma
69218228,38.5555249444,-121.7505305,Anthrenus verbasci,Varied Carpet Beetle,Insecta,Anthrenus
69220383,38.5702762697,-121.7254238411,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
69220385,38.5702762697,-121.7254238411,Aphelocoma californica,California Scrub-Jay,Aves,Aphelocoma
69230051,38.5476514097,-121.7657649974,Malva sylvestris,Common Mallow,Magnoliopsida,Malva
69235442,38.554779212,-121.7817658558,Anas platyrhynchos,Mallard,Aves,Anas
69237847,38.5499860072,-121.7579128991,Haemorhous mexicanus,House Finch,Aves,Haemorhous
69237924,38.5499636085,-121.7575828327,Leiothlypis celata,Orange-crowned Warbler,Aves,Leiothlypis
69237966,38.5500465728,-121.7579076553,Sayornis nigricans,Black Phoebe,Aves,Sayornis
69240481,38.5702678815,-121.7253433748,Junco hyemalis,Dark-eyed Junco,Aves,Junco
69240482,38.5702678815,-121.7253433748,Zenaida macroura,Mourning Dove,Aves,Zenaida
69247212,38.5648060025,-121.7655622408,Calypte anna,Anna's Hummingbird,Aves,Calypte
69247213,38.5687848487,-121.7665356512,Sturnus vulgaris,European Starling,Aves,Sturnus
69247214,38.56816297,-121.7662006065,Setophaga coronata,Yellow-rumped Warbler,Aves,Setophaga
69247215,38.5680035878,-121.7648916885,Haemorhous mexicanus,House Finch,Aves,Haemorhous
69247216,38.5679186599,-121.7640525235,Psaltriparus minimus,Bushtit,Aves,Psaltriparus
69247217,38.5681564506,-121.7633527331,Calypte anna,Anna's Hummingbird,Aves,Calypte
69247218,38.5688340487,-121.7619144365,Melospiza lincolnii,Lincoln's Sparrow,Aves,Melospiza
69247219,38.5696599294,-121.7615799515,Setophaga coronata,Yellow-rumped Warbler,Aves,Setophaga
69247220,38.5696599294,-121.7615799515,Mimus polyglottos,Northern Mockingbird,Aves,Mimus
69247222,38.5696599294,-121.7615799515,Zonotrichia atricapilla,Golden-crowned Sparrow,Aves,Zonotrichia
69247223,38.5754104684,-121.7565768244,Calypte anna,Anna's Hummingbird,Aves,Calypte
69247224,38.5752947646,-121.7562550793,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
69247225,38.5752388756,-121.7550036177,Turdus migratorius,American Robin,Aves,Turdus
69247226,38.5751543859,-121.7535909822,Corvus brachyrhynchos,American Crow,Aves,Corvus
69247227,38.5751543859,-121.7535909822,Branta canadensis,Canada Goose,Aves,Branta
69247229,38.5745964832,-121.7534864138,Mimus polyglottos,Northern Mockingbird,Aves,Mimus
69247230,38.5750145566,-121.7534220408,Regulus calendula,Ruby-crowned Kinglet,Aves,Regulus
69247231,38.5738963539,-121.753718966,Regulus calendula,Ruby-crowned Kinglet,Aves,Regulus
69247232,38.5711987509,-121.7483140275,Anas platyrhynchos,Mallard,Aves,Anas
69247233,38.5710573046,-121.7488798672,Melospiza lincolnii,Lincoln's Sparrow,Aves,Melospiza
69247234,38.570832286,-121.7487244856,Fulica americana,American Coot,Aves,Fulica
69247235,38.5707846631,-121.7485098974,Branta canadensis,Canada Goose,Aves,Branta
69259247,38.55049433,-121.7801341,Pseudacris sierra,Sierran Tree Frog,Amphibia,Pseudacris
69259286,38.55170764,-121.78266187,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
69294413,38.5456824731,-121.7347876355,Setophaga coronata,Yellow-rumped Warbler,Aves,Setophaga
69314953,38.5605154441,-121.7655075906,Oxalis pes-caprae,Bermuda buttercup,Magnoliopsida,Oxalis
69318141,38.56485,-121.756225,Ficus carica,common fig,Magnoliopsida,Ficus
69321397,38.549602,-121.7294616111,Bubo virginianus,Great Horned Owl,Aves,Bubo
69328107,38.5702987149,-121.7253621503,Junco hyemalis,Dark-eyed Junco,Aves,Junco
69328108,38.5702987149,-121.7253621503,Junco hyemalis,Dark-eyed Junco,Aves,Junco
69328109,38.5702987149,-121.7253621503,Psaltriparus minimus,Bushtit,Aves,Psaltriparus
69328110,38.5702987149,-121.7253621503,Psaltriparus minimus,Bushtit,Aves,Psaltriparus
69328111,38.5702987149,-121.7253621503,Psaltriparus minimus,Bushtit,Aves,Psaltriparus
69328112,38.5702987149,-121.7253621503,Psaltriparus minimus,Bushtit,Aves,Psaltriparus
69328114,38.5702987149,-121.7253621503,Psaltriparus minimus,Bushtit,Aves,Psaltriparus
69328115,38.5702987149,-121.7253621503,Calypte anna,Anna's Hummingbird,Aves,Calypte
69332158,38.5682216667,-121.764795,Narcissus papyraceus,Paperwhite,Liliopsida,Narcissus
69332228,38.57418,-121.7582383333,Heteromeles arbutifolia,Toyon,Magnoliopsida,Heteromeles
69332348,38.56947,-121.7617033333,Apis mellifera,Western Honey Bee,Insecta,Apis
69332530,38.573575,-121.758095,Accipiter cooperii,Cooper's Hawk,Aves,Accipiter
69377404,38.5742731262,-121.7266099366,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,Otospermophilus
69377406,38.5743858553,-121.7198209053,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
69377407,38.5742867241,-121.7190232534,Dryobates pubescens,Downy Woodpecker,Aves,Dryobates
69377408,38.5742348753,-121.7181542876,Psaltriparus minimus,Bushtit,Aves,Psaltriparus
69377409,38.5741845502,-121.7186936765,Sturnella neglecta,Western Meadowlark,Aves,Sturnella
69377411,38.5740335691,-121.7180713993,Lepus californicus,Black-tailed Jackrabbit,Mammalia,Lepus
69377412,38.5742097089,-121.7177456299,Agelaius phoeniceus,Red-winged Blackbird,Aves,Agelaius
69377413,38.5742516504,-121.7144392035,Elanus leucurus,White-tailed Kite,Aves,Elanus
69377414,38.5724062926,-121.7129361932,Falco sparverius,American Kestrel,Aves,Falco
69377417,38.5705609182,-121.7129730575,Sialia mexicana,Western Bluebird,Aves,Sialia
69377429,38.5668155684,-121.7138888943,Pipilo maculatus,Spotted Towhee,Aves,Pipilo
69377430,38.56432557,-121.7145161455,Buteo jamaicensis,Red-tailed Hawk,Aves,Buteo
69378360,38.571873,-121.748494,Ardea alba,Great Egret,Aves,Ardea
69384881,38.5710790026,-121.7519530654,Quercus agrifolia,coast live oak,Magnoliopsida,Quercus
69385361,38.5710682481,-121.7530206112,Cedrus deodara,Deodar cedar,Pinopsida,Cedrus
69392181,38.5536006803,-121.7356037832,Leiothlypis celata,Orange-crowned Warbler,Aves,Leiothlypis
69392326,38.5536678021,-121.7353677406,Psaltriparus minimus,Bushtit,Aves,Psaltriparus
69398532,38.5587469997,-121.7825516,Xylocopa tabaniformis orpifex,Foothill Carpenter Bee,Insecta,Xylocopa
69399425,38.57029,-121.7253216667,Zenaida macroura,Mourning Dove,Aves,Zenaida
69399426,38.57029,-121.7253216667,Setophaga coronata,Yellow-rumped Warbler,Aves,Setophaga
69399427,38.57029,-121.7253216667,Mimus polyglottos,Northern Mockingbird,Aves,Mimus
69399428,38.57029,-121.7253216667,Haemorhous mexicanus,House Finch,Aves,Haemorhous
69399429,38.57029,-121.7253216667,Regulus calendula,Ruby-crowned Kinglet,Aves,Regulus
69399430,38.570313944,-121.7252901827,Bombycilla cedrorum,Cedar Waxwing,Aves,Bombycilla
69399431,38.570313944,-121.7252901827,Zenaida macroura,Mourning Dove,Aves,Zenaida
69399432,38.570313944,-121.7252901827,Bombycilla cedrorum,Cedar Waxwing,Aves,Bombycilla
69433354,38.5426866667,-121.7014083333,Ardea herodias,Great Blue Heron,Aves,Ardea
69446321,38.572095,-121.7497716667,Branta canadensis,Canada Goose,Aves,Branta
69446360,38.5713616667,-121.75232,Artemisia absinthium,absinthe wormwood,Magnoliopsida,Artemisia
69446384,38.5720366667,-121.7498166667,Accipiter cooperii,Cooper's Hawk,Aves,Accipiter
69487814,38.5709645556,-121.7494640278,Branta canadensis,Canada Goose,Aves,Branta
69510956,38.5442544661,-121.74459322,Viola odorata,Eurasian Sweet Violet,Magnoliopsida,Viola
69513501,38.553945,-121.72398333,Zale lunata,Lunate Zale Moth,Insecta,Zale
69513623,38.5554899997,-121.7775010997,Jacaranda mimosifolia,blue jacaranda,Magnoliopsida,Jacaranda
69531449,38.5488099429,-121.7822382599,Sylvilagus audubonii,Desert Cottontail,Mammalia,Sylvilagus
69532020,38.5722611117,-121.7497472217,Branta canadensis,Canada Goose,Aves,Branta
69534023,38.5702376705,-121.7254560276,Spinus psaltria,Lesser Goldfinch,Aves,Spinus
69534024,38.5702376705,-121.7254560276,Setophaga coronata,Yellow-rumped Warbler,Aves,Setophaga
69534302,38.570235,-121.7254683333,Elanus leucurus,White-tailed Kite,Aves,Elanus
69538613,38.5682697274,-121.7624562979,Leratiomyces percevalii,Mulch Maids,Agaricomycetes,Leratiomyces
69568206,38.5456772287,-121.7345194146,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
69568663,38.5456465485,-121.7347645015,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
69568956,38.545696371,-121.7347199097,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
69571196,38.55480736,-121.72333545,Baccharis pilularis,coyote brush,Magnoliopsida,Baccharis
69571204,38.5605527354,-121.7654877484,Silybum marianum,milk thistle,Magnoliopsida,Silybum
69571672,38.560496621,-121.765503988,Senecio vulgaris,common groundsel,Magnoliopsida,Senecio
69573455,38.5604161527,-121.7655382398,Cardamine hirsuta,hairy bittercress,Magnoliopsida,Cardamine
69574796,38.55491132,-121.72268392,Hordeum murinum,wall barley,Liliopsida,Hordeum
69596582,38.571955,-121.747475,Pseudacris sierra,Sierran Tree Frog,Amphibia,Pseudacris
69635908,38.5519747,-121.78272119,Zenaida macroura,Mourning Dove,Aves,Zenaida
69637397,38.5627598456,-121.7648560369,Lepista nuda,Blewit,Agaricomycetes,Lepista
69646410,38.5599333333,-121.7697133333,Eriogonum fasciculatum,California buckwheat,Magnoliopsida,Eriogonum
69651703,38.5510483056,-121.7335614444,Bubo virginianus,Great Horned Owl,Aves,Bubo
69651914,38.5642453889,-121.748639,Meleagris gallopavo,Wild Turkey,Aves,Meleagris
69652801,38.5719977993,-121.7505191267,Ardea alba,Great Egret,Aves,Ardea
69652978,38.5716436644,-121.7480491474,Aix sponsa,Wood Duck,Aves,Aix
69653134,38.5709285739,-121.7494673654,Dryobates pubescens,Downy Woodpecker,Aves,Dryobates
69675066,38.5625721,-121.7689197,Sialia mexicana,Western Bluebird,Aves,Sialia
69680030,38.5587605123,-121.7823385498,Catharus guttatus,Hermit Thrush,Aves,Catharus
69680154,38.5557874338,-121.7818062564,Calypte anna,Anna's Hummingbird,Aves,Calypte
69680242,38.5569974356,-121.7817578666,Aix sponsa,Wood Duck,Aves,Aix
69680307,38.5584079596,-121.7823279133,Branta canadensis,Canada Goose,Aves,Branta
69685485,38.5629083333,-121.750655,Meleagris gallopavo,Wild Turkey,Aves,Meleagris
69687242,38.55201465,-121.7827374,Aphelocoma californica,California Scrub-Jay,Aves,Aphelocoma
69687429,38.55854587,-121.73010533,Oxalis pes-caprae,Bermuda buttercup,Magnoliopsida,Oxalis
69706969,38.5551733215,-121.7819352502,Aix sponsa,Wood Duck,Aves,Aix
69707130,38.5531308271,-121.7355823129,Spinus psaltria,Lesser Goldfinch,Aves,Spinus
69724520,38.5534496504,-121.7359900133,Spinus psaltria,Lesser Goldfinch,Aves,Spinus
69748412,38.5744333333,-121.7536777783,Aphelocoma californica,California Scrub-Jay,Aves,Aphelocoma
69753260,38.55683833,-121.73998333,Sylvilagus audubonii,Desert Cottontail,Mammalia,Sylvilagus
69781660,38.538593,-121.72027851,Sciurus niger,Fox Squirrel,Mammalia,Sciurus
69781686,38.54315795,-121.72092996,Aphelocoma californica,California Scrub-Jay,Aves,Aphelocoma
69798590,38.56819,-121.74266,Zenaida macroura,Mourning Dove,Aves,Zenaida
69798591,38.568339985,-121.7435150217,Calypte anna,Anna's Hummingbird,Aves,Calypte
69798593,38.5685516667,-121.7449583333,Branta canadensis,Canada Goose,Aves,Branta
69798595,38.5686283333,-121.741695,Sayornis saya,Say's Phoebe,Aves,Sayornis
69798596,38.5685799933,-121.7405283,Falco sparverius,American Kestrel,Aves,Falco
69799397,38.5702962217,-121.7253217738,Cathartes aura,Turkey Vulture,Aves,Cathartes
69799613,38.5702923993,-121.7253267686,Buteo jamaicensis,Red-tailed Hawk,Aves,Buteo
69799614,38.5702923993,-121.7253267686,Zenaida macroura,Mourning Dove,Aves,Zenaida
69799615,38.5702923993,-121.7253267686,Aphelocoma californica,California Scrub-Jay,Aves,Aphelocoma
69800819,38.5702685439,-121.7253793436,Buteo jamaicensis,Red-tailed Hawk,Aves,Buteo
69800826,38.5702685439,-121.7253793436,Larus californicus,California Gull,Aves,Larus
69800833,38.5702685439,-121.7253793436,Agraulis vanillae,Gulf Fritillary,Insecta,Agraulis
69800834,38.5702685439,-121.7253793436,Junco hyemalis,Dark-eyed Junco,Aves,Junco
69821851,38.55721798,-121.78178427,Branta canadensis,Canada Goose,Aves,Branta
69822477,38.5572526714,-121.7819210887,Branta canadensis,Canada Goose,Aves,Branta
69832922,38.5742656894,-121.7284261063,Sialia mexicana,Western Bluebird,Aves,Sialia
69833865,38.5666845435,-121.7132635787,Buteo jamaicensis,Red-tailed Hawk,Aves,Buteo
69834000,38.5651420556,-121.7132746428,Aphelocoma californica,California Scrub-Jay,Aves,Aphelocoma
69841810,38.5536174481,-121.7359685642,Spinus psaltria,Lesser Goldfinch,Aves,Spinus
69895207,38.5609512778,-121.7825025833,Elanus leucurus,White-tailed Kite,Aves,Elanus
69898660,38.5469684049,-121.7411471531,Boisea rubrolineata,Western Boxelder Bug,Insecta,Boisea
69899534,38.5721083333,-121.7505416667,Branta canadensis,Canada Goose,Aves,Branta
69899546,38.5720116667,-121.7505416667,Egretta thula,Snowy Egret,Aves,Egretta
69899592,38.5709116667,-121.7488033333,Fulica americana,American Coot,Aves,Fulica
69899699,38.5709716667,-121.7495633333,Turdus migratorius,American Robin,Aves,Turdus
69942530,38.5631695941,-121.7227448523,Leptoglossus zonatus,,Insecta,Leptoglossus
69948649,38.555142558,-121.7363413795,Lygaeus kalmii,Small Milkweed Bug,Insecta,Lygaeus
69965905,38.55966968,-121.78237911,Zenaida macroura,Mourning Dove,Aves,Zenaida
69977295,38.5532159722,-121.7289209722,Lamium amplexicaule,henbit deadnettle,Magnoliopsida,Lamium
70013170,38.54724021,-121.77954347,Veronica persica,bird's-eye speedwell,Magnoliopsida,Veronica
70013180,38.54724254,-121.77955779,Oxalis corniculata,Creeping Woodsorrel,Magnoliopsida,Oxalis
70013271,38.54733303,-121.77953359,Oxalis pes-caprae,Bermuda buttercup,Magnoliopsida,Oxalis
70014546,38.55969402,-121.78244758,Zenaida macroura,Mourning Dove,Aves,Zenaida
70014575,38.54723366,-121.77956076,Oxalis corniculata,Creeping Woodsorrel,Magnoliopsida,Oxalis
70014579,38.54724762,-121.77958753,Oxalis pes-caprae,Bermuda buttercup,Magnoliopsida,Oxalis
70075463,38.5519897291,-121.7378139046,Haemorhous mexicanus,House Finch,Aves,Haemorhous
70184900,38.5702869517,-121.7253836079,Buteo jamaicensis,Red-tailed Hawk,Aves,Buteo
70185067,38.5702827575,-121.7253943368,Larus californicus,California Gull,Aves,Larus
70185068,38.5702827575,-121.7253943368,Buteo jamaicensis,Red-tailed Hawk,Aves,Buteo
70185070,38.5702827575,-121.7253943368,Zenaida macroura,Mourning Dove,Aves,Zenaida
70185071,38.5702827575,-121.7253943368,Zenaida macroura,Mourning Dove,Aves,Zenaida
70215147,38.5580012258,-121.7809489439,Zonotrichia atricapilla,Golden-crowned Sparrow,Aves,Zonotrichia
70215148,38.5580012258,-121.7809489439,Junco hyemalis,Dark-eyed Junco,Aves,Junco
70215149,38.5580012258,-121.7809489439,Mimus polyglottos,Northern Mockingbird,Aves,Mimus
70215151,38.5580012258,-121.7809489439,Setophaga coronata,Yellow-rumped Warbler,Aves,Setophaga
70215152,38.5580012258,-121.7809489439,Colaptes auratus,Northern Flicker,Aves,Colaptes
70215153,38.5580012258,-121.7809489439,Sayornis nigricans,Black Phoebe,Aves,Sayornis
70256637,38.5702764663,-121.725346057,Zenaida macroura,Mourning Dove,Aves,Zenaida
